index,Xi,Xj,model
1560,A border collie is running out,to catch a frisbee.,qwen2.5:latest
1561,A little girl reaches over,to grab a cookie from the plate.,qwen2.5:latest
1562,"Man, son, and vendor smile",after making a deal on the market prices,qwen2.5:latest
1563,A large number of railroad workers wearing day-glo orange vests and,wearing hard hats were setting up safety signs along the tracks.,qwen2.5:latest
1564,African women are selling vegetables in,markets to earn a living,qwen2.5:latest
1565,A greyhound wearing number,ran quickly in the race,qwen2.5:latest
1566,Two men are talking,about their shared memories.,qwen2.5:latest
1567,A young woman and young man are walking arm,in-arm through the park on a sunny day,qwen2.5:latest
1568,Two women are standing amidst kitchen appliances and,are discussing how to organize their space.,qwen2.5:latest
1569,"A person with glasses, has his hands up in the air,",and appears to be surprised or surrendering.,qwen2.5:latest
1570,Dog on a red,leash wagged excitedly,qwen2.5:latest
1571,A man being arrested,for breaking into a house,qwen2.5:latest
1572,Three children in a green field,were laughing and playing together,qwen2.5:latest
1573,"A man wearing a t-shirt that says ""Gigolo"" stands",in front of the club hoping to get some tips.,qwen2.5:latest
1574,A football player wearing a blue jersey getting,tackled by another player,qwen2.5:latest
1575,A brown dog is running through the snow,in search of a hidden bone,qwen2.5:latest
1576,A man in black with glasses,walked into the dimly lit café,qwen2.5:latest
1577,Four men and one women are discussing something,about their next move in the project,qwen2.5:latest
1578,There is a woman in a red coat with black pants and a black,hat,qwen2.5:latest
1579,Two medical personnel holding,a life-saving device ready for action,qwen2.5:latest
1580,"A woman is holding a toy snake, she is on stage with a guy speaking through",she is likely demonstrating a point in their presentation.,qwen2.5:latest
1581,A woman is walking her,dog through the park.,qwen2.5:latest
1582,A young Tibetan boy sitting at a,mountain pass gazed at the distant snow-capped peaks.,qwen2.5:latest
1583,A man in suspenders bales crops,wearing them proudly as a symbol of his rural lifestyle.,qwen2.5:latest
1584,A young child with an inflatable enjoys,playing in a nearby pool on a hot day,qwen2.5:latest
1585,People in,live in different parts of the world,qwen2.5:latest
1586,A mother consoling,her child who had fallen down.,qwen2.5:latest
1587,"A group of people, led by a man with a backpack, are walking past people",heading to an unknown destination,qwen2.5:latest
1588,Person in a yellow helmet is jumping,over a small barrier,qwen2.5:latest
1589,Two individuals move about a field as,they engage in a game of soccer.,qwen2.5:latest
1590,A small black and brown dog,ran towards me wagging its tail,qwen2.5:latest
1591,A woman walks her dog while walking,past through the park,qwen2.5:latest
1592,Several parasailor's enjoying a windy day,were caught in a sudden gust and had to land early.,qwen2.5:latest
1593,A dark-haired man surfs off a big,wave successfully,qwen2.5:latest
1594,A person is lying in a hospital bed with,a severe injury from an accident.,qwen2.5:latest
1595,A young boy jumping from a height,landed safely on a cushionedmattress below,qwen2.5:latest
1596,A couple of officers,were needed to control the crowd during the protest.,qwen2.5:latest
1597,"A smiling child wearing a swimsuit, swim cap, and","A smiling child wearing a swimsuit, swim cap, and goggles headed to the pool.",qwen2.5:latest
1598,A skateboarder is in midair in,a spectacular trick that leaves everyone below cheering,qwen2.5:latest
1599,"A woman setting an outdoor picnic table, while young","A woman setting an outdoor picnic table, while young children watch",qwen2.5:latest
1600,A man in a thick blue winter jacket,was walking through the snowy street,qwen2.5:latest
1601,"Four people are playing twister, while","Four people are playing twister, while one person acts as the instructor.",qwen2.5:latest
1602,A man is performing a jump on his skateboard over,a narrow ledge without any safety net.,qwen2.5:latest
1603,A young boy helping,his grandmother with grocery shopping.,qwen2.5:latest
1604,Six men in tank tops and shorts race each other on a marked grassy,field in the sunlit afternoon,qwen2.5:latest
1605,The two girls laid,"side by side in the sun, sharing secrets.",qwen2.5:latest
1606,People are watching,the stars in the clear night sky,qwen2.5:latest
1607,The two young boys play in a,park together despite their differences,qwen2.5:latest
1608,A bike rider riding in the,middle of the road encountered a obstacle,qwen2.5:latest
1609,A girl hands from,the tree after getting stuck while climbing.,qwen2.5:latest
1610,A woman with a floral blouse and brown shoulder,wore a brown shoulder bag.,qwen2.5:latest
1611,A woman with white,hair wore a beautiful floral dress.,qwen2.5:latest
1612,An asian man moving carts on,the bustling market street,qwen2.5:latest
1613,This Asian man is drinking a beer,while enjoying his favorite sports game on TV,qwen2.5:latest
1614,A professional swimmer racing,in the competition aimed for a record-breaking performance,qwen2.5:latest
1615,People walking on a walkway during the,day are often seen chatting or taking photos.,qwen2.5:latest
1616,Man decorates a,Christmas tree,qwen2.5:latest
1617,"A man with glasses, a gray button-up shirt and black pants is standing next to a stage used for presentations and is",holding a microphone,qwen2.5:latest
1618,A little girl is playing,in the park with her friends.,qwen2.5:latest
1619,A boy wearing jeans a white shirt and red,sneakers stood by the window.,qwen2.5:latest
1620,four performers dressed in white are dancing in,a graceful ballet routine,qwen2.5:latest
1621,A football player clutches the ball,and prepares to make a crucial tackle.,qwen2.5:latest
1622,Three girls holding umbrellas with their,heads tilted up to avoid the rain.,qwen2.5:latest
1623,A boy in a black t-shirt,wore it to the party.,qwen2.5:latest
1624,Five men leaning against a building and two of them looking up,were likely discussing something interesting or checking out something above their heads.,qwen2.5:latest
1625,Kids pass the time,by playing games and chatting with friends.,qwen2.5:latest
1626,A man is standing on,the roof of a burning building to rescue others.,qwen2.5:latest
1627,"Several African children looking toward the blackboard in school,",were eager to learn today,qwen2.5:latest
1628,Two men are walking by a colorful shop as,the bell above the door chimes softly.,qwen2.5:latest
1629,A man in a white shirt balances on,a tightrope.,qwen2.5:latest
1630,a woman stands alone,by the seaside at sunset,qwen2.5:latest
1631,A beautiful woman is posing for,in front of a scenic background,qwen2.5:latest
1632,There are a lot of people walking on a street with a lot,of noise and chaos.,qwen2.5:latest
1633,The skateboarder in the white shirt balances on the ledge,by keeping his center of gravity low.,qwen2.5:latest
1634,A group of women breastfeed their babies while,sitting in a circle sharing stories.,qwen2.5:latest
1635,A woman in a scarf is glaring at the,man standing next to her.,qwen2.5:latest
1636,A skateboarder at night,glided smoothly on the empty streets,qwen2.5:latest
1637,A man in a black suit is surrounded by four,police officers,qwen2.5:latest
1638,A man is chopping,wood in the forest,qwen2.5:latest
1639,Several young people adults sit around while a middle-eastern band prepares,to play music for them.,qwen2.5:latest
1640,A young girl balances on wooden,a thin pole without falling.,qwen2.5:latest
1641,A group posses for a,group photo,qwen2.5:latest
1642,A man is holding a young,boy,qwen2.5:latest
1643,A motorcyclist performing a standing,wheelie on the street corner,qwen2.5:latest
1644,A professional looking cyclist rides down a,steep hill with confidence,qwen2.5:latest
1645,People walking along on,the sidewalk enjoyed the warm sun.,qwen2.5:latest
1646,A man in a suit is smoking,on the street corner.,qwen2.5:latest
1647,Two men in a garage are fixing,a broken-down car together,qwen2.5:latest
1648,A man is on a ladder,reaching for the roof tiles,qwen2.5:latest
1649,"The large, dark colored dog is",a potential threat due to its size and appearance.,qwen2.5:latest
1650,A man wearing a black and white jump,A man wearing a black and white jumpsuit walked into the room.,qwen2.5:latest
1651,A little boy in a dress,wondered why everyone was staring,qwen2.5:latest
1652,An audience watching some performers in yellow,saw a circus show,qwen2.5:latest
1653,A man shaving,in front of a mirror found his own reflection.,qwen2.5:latest
1654,a boy wearing rollerblades,skated down the sidewalk safely.,qwen2.5:latest
1655,"Four adults, including a woman in a purple shirt, and a young child sit around a table covered with",a colorful cloth and various toys.,qwen2.5:latest
1656,Two men surf on,the waves together despite the rough sea conditions,qwen2.5:latest
1657,A man is standing,in front of a large building.,qwen2.5:latest
1658,Two children running on the sidewalk,were laughing and enjoying the warm day,qwen2.5:latest
1659,A baby in a life,bouquet received unexpected attention,qwen2.5:latest
1660,A pregnant lady is sitting at an outside,table near the entrance,qwen2.5:latest
1661,"A group of men, some wearing military",were seen discussing plans in a secluded area.,qwen2.5:latest
1662,A person is wrapped in a shawl,because it's cold outside.,qwen2.5:latest
1663,Person standing on stage with,microphone in hand prepares to deliver an important announcement,qwen2.5:latest
1664,A man in a straw,hat sat by the sea watching the sunset.,qwen2.5:latest
1665,Students are sitting in an auditorium with,rows of seats awaiting the commencement of the ceremony,qwen2.5:latest
1666,A man stands on,the edge of a cliff contemplating his next move.,qwen2.5:latest
1667,"A man in a jacket, hat, and jeans is holding",a bag tightly as if guarding his treasure.,qwen2.5:latest
1668,One person wearing a coat and,hat stood out in the crowd.,qwen2.5:latest
1669,A guy looking down,seems lost in thought,qwen2.5:latest
1670,A man drinking orange,juice wondered if anyone would notice.,qwen2.5:latest
1671,A S.C.U.B.A. diver swims,below the surface of the ocean,qwen2.5:latest
1672,A seagull watches a woman in a,park bench,qwen2.5:latest
1673,A little girl and a man pose in,for a friendly photograph,qwen2.5:latest
1674,man and women in a halloween,dressed up together were enjoying the festival,qwen2.5:latest
1675,A young girl with rollerblades and,A young girl with rollerblades and a determined look滑冰并充满决心地前行了。,qwen2.5:latest
1676,"A man in a red shirt, out with",walking his dog in the park,qwen2.5:latest
1677,a dog tugs on,the leash playfully,qwen2.5:latest
1678,An ATV is airborne over a field,when suddenly it hit a large bump.,qwen2.5:latest
1679,A gymnast is capture midair while,performing a difficult flip,qwen2.5:latest
1680,a black lab jumps,over the fence into the neighbor's yard,qwen2.5:latest
1681,A dog bounds,into the park excitedly,qwen2.5:latest
1682,Two men are walking in front of a,magnificent sunset,qwen2.5:latest
1683,The man in a blue jacket,wore it on purpose to stand out.,qwen2.5:latest
1684,A officer in the military dancing with a,civilian at the base gala,qwen2.5:latest
1685,People talk near,each other quietly,qwen2.5:latest
1686,One Baseball player racing towards the base while another tries to,tag him out,qwen2.5:latest
1687,"Two men are playing a game of chess, one",is clearly strategizing for the long term.,qwen2.5:latest
1688,A young man is,standing in front of a crowd at the town square.,qwen2.5:latest
1689,Two women share gossip while,sipping tea,qwen2.5:latest
1690,Woman in a white shirt and,Woman in a white shirt and blue jeans walked into the store.,qwen2.5:latest
1691,An African American worker putting food into the,oven to prepare for lunchtime service.,qwen2.5:latest
1692,A woman with blond-hair wearing a white,A woman with blond-hair wearing a white dress smiled at him.,qwen2.5:latest
1693,A woman in a white headscarf,was likely attending a religious ceremony.,qwen2.5:latest
1694,A woman feeds pigeons,in the park every Sunday.,qwen2.5:latest
1695,Man posing in a kitchen with,a smile on his face holding a delicious cake,qwen2.5:latest
1696,Woman gets her hand kissed by,a gentleman as a sign of respect,qwen2.5:latest
1697,A man wearing an orange and gray jacket,was walking through the market stalls.,qwen2.5:latest
1698,"A mother inspects her young daughter's clothes, which appear to be a costume",before taking her to an important event.,qwen2.5:latest
1699,A group of children are playing,in the park joyfully,qwen2.5:latest
1700,A man with pink hair is helping an,A man with pink hair is helping an elderly person cross the street.,qwen2.5:latest
1701,Several asian people are looking around a cityscape next to building with large,signs in front of it,qwen2.5:latest
1702,"A man is sitting on a short stool, with his back turned to",the viewer,qwen2.5:latest
1703,A young person wearing a,hiking backpack headed towards the mountains.,qwen2.5:latest
1704,Shoppers walk past a line of motorcycles parked,in front of the store without showing any interest.,qwen2.5:latest
1705,A group of greyhounds racing,in a fast-paced competition,qwen2.5:latest
1706,Three children are sitting at the top,"of the slide, waiting for their turn.",qwen2.5:latest
1707,People walk along a busy street,in search of daily necessities,qwen2.5:latest
1708,"A line of protesters are walking in the street, holding",signs demanding justice for the victims,qwen2.5:latest
1709,a Young child holds on to a post,because they are learning about personal space and safety.,qwen2.5:latest
1710,A young boy pretending to steer,was actually controlling a toy boat,qwen2.5:latest
1711,A lady getting ready to swing a tennis racket,for practice matches with her partner,qwen2.5:latest
1712,A light tan dog,ran through the grassy field,qwen2.5:latest
1713,A woman wearing a yellow t-shirt laughs while being,hugged by a group of friends,qwen2.5:latest
1714,One man wearing a striped shirt and sunglasses jumps in the air next to another man in a black graphic,shirt and hat.,qwen2.5:latest
1715,A woman covered in tattoos wearing a,black leather jacket,qwen2.5:latest
1716,A bald man in a blue polo shirt,was standing outside the cafe,qwen2.5:latest
1717,A large group of black children are holding their hands,in a circle during a game or activity,qwen2.5:latest
1718,"A small group, two in yellow staff shirts, five in plain clothes,",were quietly observing the scene.,qwen2.5:latest
1719,The big white cow is decorated with,roses and ribbons,qwen2.5:latest
1720,A black and white dog with a blue dog toy,was running in the field.,qwen2.5:latest
1721,A man with a red Shriner hat is looking,for something interesting at the carnival.,qwen2.5:latest
1722,The bike leader pedals for his life,in a race against time,qwen2.5:latest
1723,Four people and a child,were in the car accident.,qwen2.5:latest
1724,A yellow puppy walking,down the sidewalk,qwen2.5:latest
1725,There is a horse and rider,galloping through the sunset,qwen2.5:latest
1726,A family sits on a,park bench enjoying each other's company,qwen2.5:latest
1727,A girl in,wearing a red dress danced gracefully,qwen2.5:latest
1728,A woman looks at,her reflection in the mirror,qwen2.5:latest
1729,A middle-aged man works,hard to support his family.,qwen2.5:latest
1730,A man doing a,backflip off a cliff into the water,qwen2.5:latest
1731,A woman wearing a dress is standing on a lighted stage singing,in front of a large screen displaying colorful images,qwen2.5:latest
1732,A woman in an orange jacket,was walking through the market,qwen2.5:latest
1733,A guy sitting on the side of a building holding some kind of,A guy sitting on the side of a building holding some kind of construction equipment,qwen2.5:latest
1734,A brown dog is running very,fast through the grassy field.,qwen2.5:latest
1735,Two boys playing ball,drew closer to the edge of the court,qwen2.5:latest
1736,three people walking on,a deserted street at night,qwen2.5:latest
1737,A man smiling over his shoulder,in a suspicious manner,qwen2.5:latest
1738,A man in jean overalls,wore them proudly as a symbol of his farm heritage.,qwen2.5:latest
1739,Two women are holding hands over a,park bench,qwen2.5:latest
1740,Band conductor is conducting a band,to keep everyone in sync,qwen2.5:latest
1741,Minivan drives down wet urban street,with headlights casting a glow on puddles.,qwen2.5:latest
1742,A large black and white dog,ran towards the park,qwen2.5:latest
1743,A young girl wearing screen printed teal tank top and white embellished summer pants walks,through the colorful marketplace.,qwen2.5:latest
1744,Four dogs are being,trained in the backyard.,qwen2.5:latest
1745,"A big, brown dog is sleeping next to",a cozy blanket,qwen2.5:latest
1746,A well lit concert area occupied by an ensemble,of musicians ready to perform.,qwen2.5:latest
1747,A woman has her,A woman has her umbrella open in the rain.,qwen2.5:latest
1748,A couple enjoys a quiet,walk in the park,qwen2.5:latest
1749,Several individuals are walking along a street,heading towards the bustling market for some morning groceries.,qwen2.5:latest
1750,a girl in a pink tutu doing,a graceful ballet pose,qwen2.5:latest
1751,A performer clapping,to signal the end of a performance,qwen2.5:latest
1752,A man is splitting wood on a snowy day,because he needs firewood to stay warm.,qwen2.5:latest
1753,A band on stage in front,of a packed arena played their hearts out.,qwen2.5:latest
1754,A man in a blue shirt is cutting something with a,knife,qwen2.5:latest
1755,Several ladies gathered around a table,to play cards and chat casually,qwen2.5:latest
1756,Two men wearing vests,were arguing over a shared business venture.,qwen2.5:latest
1757,A young man in a polo shirt,walked into the coffee shop,qwen2.5:latest
1758,"A crowd of people, some standing by a river, some in",were watching the sunset together,qwen2.5:latest
1759,A man is sitting,on the bench in the park.,qwen2.5:latest
1760,A man with a beard in,worn-out clothes approached the shelter,qwen2.5:latest
1761,A woman in a red dress,wore a stunning outfit to the gala.,qwen2.5:latest
1762,Child wearing a red shirt sits on,a bench watching ducks at the park,qwen2.5:latest
1763,A small girl in a bathing suit,sat on the sandy beach,qwen2.5:latest
1764,A black man uses his vanity mirror to,check his appearance before an important meeting.,qwen2.5:latest
1765,A girl in blue walks away,leaving behind a trail of laughter from those who watched.,qwen2.5:latest
1766,Three guys are sitting around a stand,grilling meat,qwen2.5:latest
1767,A brown dog is,running in the park,qwen2.5:latest
1768,A group of bicycle racers in racing outfits with,A group of bicycle racers in racing outfits with号码被遮挡了，正在全力冲刺。,qwen2.5:latest
1769,People in a garage listing,sold their old belongings for extra cash.,qwen2.5:latest
1770,A young man in shorts with,A young man in shorts with a backpack might be heading to the beach.,qwen2.5:latest
1771,Two boys are,running towards each other to play a game,qwen2.5:latest
1772,Firefighters putting out,the blaze quickly,qwen2.5:latest
1773,A group of people are preparing,to set up a tent in the park,qwen2.5:latest
1774,A bald man is attempting to slam dunk a basketball in,attempts to impress his friends at a local bar.,qwen2.5:latest
1775,Two Asian men are riding on a motorcycle in the midst,of bustling city traffic.,qwen2.5:latest
1776,A gray dog is looking at,a red toy in the distance,qwen2.5:latest
1777,A black and white dog is playing with,a red ball,qwen2.5:latest
1778,"There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a",small wooden dock extending into the water,qwen2.5:latest
1779,People fishing off,the pier must follow local regulations.,qwen2.5:latest
1780,Several horses are running a race,in the wide open field,qwen2.5:latest
1781,A man and two woman are riding,in the park on a sunny day,qwen2.5:latest
1782,A guy playing with a rope,is practicing for a rope jumping competition,qwen2.5:latest
1783,a young girl uses,a magical wand to cast a spell,qwen2.5:latest
1784,A man sitting with his daughter in his daughter's,lap,qwen2.5:latest
1785,A delivery man is passing by two,houses,qwen2.5:latest
1786,Man in a tan jacket and jeans bends over,to tie his shoelaces.,qwen2.5:latest
1787,A Golden Retreiver jumps,over the fence into the neighbor's yard,qwen2.5:latest
1788,The two dogs are white and black,and they look striking together,qwen2.5:latest
1789,A man in black shorts is,standing by the poolside sunbathing,qwen2.5:latest
1790,Students sit in a classroom with green walls and,wait for the lesson to begin.,qwen2.5:latest
1791,A man wearing a black shirt and black shorts is leaning on,a fence in the park observing the scenery.,qwen2.5:latest
1792,A man is digging a,hole in the ground to bury something.,qwen2.5:latest
1793,A red-haired woman in a blue shirt and jacket,was walking down the street.,qwen2.5:latest
1794,A young boy wearing blue is holding a blue baseball bat,at the plate during his turn to bat.,qwen2.5:latest
1795,A kid is doing a,somersault on the trampoline.,qwen2.5:latest
1796,A person skis down,a steep slope at high speed.,qwen2.5:latest
1797,People strolling in a mall with colorful,shopping bags,qwen2.5:latest
1798,An older man with glasses clasps his hands together,in a gesture of prayer or reflection.,qwen2.5:latest
1799,A woman and a young man are each holding tennis,rackets but they are not playing.,qwen2.5:latest
1800,The back of two men's heads,were visible through the window.,qwen2.5:latest
1801,A runner wearing a,bright yellow shirt crossed the finish line.,qwen2.5:latest
1802,A man painting,was focused on his artwork,qwen2.5:latest
1803,A girl wearing a mask rides on a,bike,qwen2.5:latest
1804,A young man working,in the officenoticedanerrorinthereports,qwen2.5:latest
1805,A man pointing his finger and holding,A man pointing his finger and holding a map,qwen2.5:latest
1806,Young adults are seated at,"the tables, engrossed in lively conversation.",qwen2.5:latest
1807,A boy is jumping,over the hurdles,qwen2.5:latest
1808,Someone's legs are in frame running,and they look so determined.,qwen2.5:latest
1809,A woman getting her,hair done for an important meeting.,qwen2.5:latest
1810,A mix of kids and adults sitting by a tree,enjoying the shade on a sunny day,qwen2.5:latest
1811,A woman in a red dress next,to the crowd at the gala.,qwen2.5:latest
1812,animals in,roamed freely in the park,qwen2.5:latest
1813,The bottom view,of the mountain showed its full grandeur.,qwen2.5:latest
1814,Five construction men working on building the,skyscraper ran into a delay due to unexpected weather conditions,qwen2.5:latest
1815,A woman wearing a blue top and,A woman wearing a blue top and white pants walked into the room.,qwen2.5:latest
1816,A small limousine is parked outside,waiting for the important guest to arrive,qwen2.5:latest
1817,Two black dogs and 2 white dogs interact with,each other in the park,qwen2.5:latest
1818,A bird with blue and white feathers and a long,tail flew gracefully through the sky,qwen2.5:latest
1819,Three dogs play,in the park happily,qwen2.5:latest
1820,A woman with braids is kneeling down,praying to a small statue.,qwen2.5:latest
1821,A woman with dark hair is,wearing a red dress and smiling confidently.,qwen2.5:latest
1822,Two children play in a pile,"of leaves, laughing loudly.",qwen2.5:latest
1823,A girl enjoying,the sun's warmth on her skin,qwen2.5:latest
1824,Firefighter Connett of the Ossian Fire Department climbs,to rescue victims from burning buildings.,qwen2.5:latest
1825,A man in a suit with glasses stands,in front of a large office building.,qwen2.5:latest
1826,A woman with long brown hair,was walking through the park on a sunny day,qwen2.5:latest
1827,Three women are wearing white and red,and standing in a line.,qwen2.5:latest
1828,A young girl and a young man playing a,game together,qwen2.5:latest
1829,A couple having a,fight over finances because they are planning for retirement.,qwen2.5:latest
1830,A girl laying down reading at a park,basks in the warm sunlight,qwen2.5:latest
1831,Little boy hitting,the ball out of frustration,qwen2.5:latest
1832,A guy maintains his yard by mowing,the grass regularly.,qwen2.5:latest
1833,Two people (a man and a woman),were arguing over the will.,qwen2.5:latest
1834,four kids playfully pose,for a group photo,qwen2.5:latest
1835,"A man and woman in camouflage carrying presents that say Merry Christmas on them, in",were walking through the snowy park,qwen2.5:latest
1836,One blue and one,red,qwen2.5:latest
1837,Several people are shopping at,the mall on Black Friday deals.,qwen2.5:latest
1838,A group of people sitting around a,table discussing business strategies,qwen2.5:latest
1839,A woman talks to a man,about an important matter,qwen2.5:latest
1840,A guy is driving,recklessly on the highway,qwen2.5:latest
1841,Two men standing around talking,about the weather forecast,qwen2.5:latest
1842,A woman with purple hair,walked into the room wearing a glittery dress,qwen2.5:latest
1843,A closeup of a girl holding a,flower,qwen2.5:latest
1844,A possibly drunken man lays on the,sidewalk until someone recognizes him.,qwen2.5:latest
1845,A woman wearing a red-and-white striped shirt poses for a photo with,a friendly-looking golden retriever,qwen2.5:latest
1846,Four young girls sit at a glass,table in the sun,qwen2.5:latest
1847,"Two men are climbing up a light pole, one posing with",a smirk on his face,qwen2.5:latest
1848,A group of young men dressed in,A group of young men dressed in black hoodies gathered outside the convenience store.,qwen2.5:latest
1849,A girl kicking a soccer ball down,the field towards the goal,qwen2.5:latest
1850,A boy is playing,in the park,qwen2.5:latest
1851,Three construction workers dressed in bright orange,were working on repairing the bridge,qwen2.5:latest
1852,A man writing on sheets of paper sitting,in a dimly lit room,qwen2.5:latest
1853,A soccer team,won the championship after a hard-fought season,qwen2.5:latest
1854,A man in shorts,was likely at the beach.,qwen2.5:latest
1855,A male is trying,to prove his worth in front of everyone.,qwen2.5:latest
1856,"A fair-skinned woman with dark hair wears a pair of large dark sunglasses,",and a confident smile on her face.,qwen2.5:latest
1857,A group of skaters are,gliding gracefully across the icy plaza,qwen2.5:latest
1858,A male photographer shows a female photographer his camera,and explains its features.,qwen2.5:latest
1859,A young boy looking at very large,A young boy looking at very large waves at the beach,qwen2.5:latest
1860,A group of people riding,happily through the countryside,qwen2.5:latest
1861,"A young man, in yellow pants, is",standing by a street vendor's stall,qwen2.5:latest
1862,A black dog jumping,over a fence,qwen2.5:latest
1863,Four children and a man viewing an armadillo on a,wildlife reserve display,qwen2.5:latest
1864,Two people stand on the side of,the road waiting for help.,qwen2.5:latest
1865,People on and near a,coast should evacuate due to the approaching hurricane.,qwen2.5:latest
1866,Girl listening to purple headphones,is probably enjoying music,qwen2.5:latest
1867,A female with sunglasses,was walking confidently down the street,qwen2.5:latest
1868,A girl infant is laying on a changing table with,a diaper being placed on her.,qwen2.5:latest
1869,A woman wearing a green hooded sweatshirt,was walking through the park at sunset.,qwen2.5:latest
1870,"Men, women and children waiting and walking",in a long line at the food distribution center,qwen2.5:latest
1871,A woman is walking and carrying a,bag full of groceries,qwen2.5:latest
1872,A female soccer player crouches to,dodge the oncoming kick.,qwen2.5:latest
1873,A woman in a black dress and apron,was likely a chef or waitress at the restaurant.,qwen2.5:latest
1874,A lady in a yellow,dress walked past,qwen2.5:latest
1875,The tennis player is hitting the ball with his,racquet,qwen2.5:latest
1876,A man in a blue shirt and who has scratches below his,A man in a blue shirt and who has scratches below his eyes was likely in a fight.,qwen2.5:latest
1877,A child in a dress is,A child in a dress is often mistaken for a girl.,qwen2.5:latest
1878,A diving taking,into the deep end without knowing how to swim,qwen2.5:latest
1879,Seven people of Asian descent are expressing happiness standing in front of a,beautiful garden,qwen2.5:latest
1880,A snowboarder jumps across,multiple obstacles on the slope,qwen2.5:latest
1881,Man with black vest lines up a,pool shot,qwen2.5:latest
1882,A woman looks at her cellphone,and frowns as she reads a message.,qwen2.5:latest
1883,There is a hockey player in,whoever scored the most goals last season,qwen2.5:latest
1884,A small child is,running to their mother for a hug.,qwen2.5:latest
1885,A man watching as a woman fires a gun,into the air to celebrate,qwen2.5:latest
1886,A man does Ti Chi on,a quiet park in the morning.,qwen2.5:latest
1887,"Two people, one wearing a blue suit and the other",wearing a red dress,qwen2.5:latest
1888,The men are wearing blue shirts,and matching blue pants.,qwen2.5:latest
1889,A woman in a multicolored top and purple pants walks along across a,parking lot towards her car.,qwen2.5:latest
1890,"Four people are sitting on the beach,",enjoying the sun and chatting leisurely.,qwen2.5:latest
1891,Man and woman standing next to a hang,holding hands smiling for a photo,qwen2.5:latest
1892,Three men wearing hard hats stand in,waiting for the crane to finish lifting the beam into place.,qwen2.5:latest
1893,A football player 94,scored a goal with his header,qwen2.5:latest
1894,A romantic view of a building after,the sunset painted the sky in hues of orange and pink,qwen2.5:latest
1895,"Boys, dressed in uniforms,",marched into the hall with confidence,qwen2.5:latest
1896,A class listen to a,teacher explain complex concepts,qwen2.5:latest
1897,a Man with a cane is,walking slowly through the park,qwen2.5:latest
1898,"A small blond girl sits in bed looking at book that has the words ""Crash! Bang! Boom!"" on",is its cover.,qwen2.5:latest
1899,Three adults and one small boy are working in a kitchen where one of,the adults is teaching the small boy how to chop vegetables.,qwen2.5:latest
1900,Woman in a white carriage with two little girls,was on her way to a picnic in the park,qwen2.5:latest
1901,Two little girls looking into the camera,were smiling widely,qwen2.5:latest
1902,A man in a very nice great button up,wore it to impress his date.,qwen2.5:latest
1903,A man in a gingham,wore a plaid shirt.,qwen2.5:latest
1904,A woman with her middle finger,raised in defiance,qwen2.5:latest
1905,A guy is pointing with a,gun in hand,qwen2.5:latest
1906,Brunette woman in a pink tank top with sunglasses,was walking down the street,qwen2.5:latest
1907,A small boy is playing,in the park,qwen2.5:latest
1908,A person in the military standing in,a solemn pose on a parade ground,qwen2.5:latest
1909,Two men building,a house together faced challenges but enjoyed the process,qwen2.5:latest
1910,A boy with an orange tool on the shore is spraying,water to clean something,qwen2.5:latest
1911,Two men are carrying on a,conversation about their respective careers.,qwen2.5:latest
1912,Two fashionably dressed young ladies sit back to back on a wall,and gaze at their smartphones.,qwen2.5:latest
1913,A boy at a skate park is at the apex,of his trick before landing smoothly.,qwen2.5:latest
1914,A man takes a picture of,a sunset over the horizon,qwen2.5:latest
1915,A baby,cried at midnight in the quiet neighborhood.,qwen2.5:latest
1916,A man walks a large dog,in the park on a sunny day,qwen2.5:latest
1917,A woman walking her,dog passed by the park,qwen2.5:latest
1918,Eight racers coming around the curve in,Eight racers coming around the curve in a tight pack for the lead,qwen2.5:latest
1919,A track star,ran faster than expected in the finals,qwen2.5:latest
1920,A street vendor tending to,his customers diligently throughout the day,qwen2.5:latest
1921,A woman and a,man shared an embrace because,qwen2.5:latest
1922,An old man in white and pink is playing an acoustic guitar by a,river at sunset,qwen2.5:latest
1923,A skateboarder skates down a ledge,and performs a trick,qwen2.5:latest
1924,five kids posing for a picture,in front of the school操场前,qwen2.5:latest
1925,Two men are standing in a,park discussing important matters,qwen2.5:latest
1926,A safety patrol officer rides his,bike through the neighborhood.,qwen2.5:latest
1927,A female worker is standing behind a table that,holds various products for display,qwen2.5:latest
1928,A person wearing a red and black uniform is holding a bat and wearing a red,hat,qwen2.5:latest
1929,An Asian person standing in front of some mountains shows off their gun,in a clear demonstration of authority.,qwen2.5:latest
1930,A man is standing in a park by a path,holding his dog on a leash,qwen2.5:latest
1931,A woman wearing a red bandanna is carrying two pots past a,row of houses,qwen2.5:latest
1932,a person in a red jacket,was standing by the tree,qwen2.5:latest
1933,Two soccer players are embracing while 2,after the game ended,qwen2.5:latest
1934,a man in shorts with a dog jumping to,catch a frisbee in his mouth,qwen2.5:latest
1935,A family of five people are,living in a small apartment,qwen2.5:latest
1936,A group of women dressed in red,were marching in the parade.,qwen2.5:latest
1937,Woman on a hill by a,the sea watched the sunset,qwen2.5:latest
1938,A man on a riding lawn,A man on a riding lawn mower was trimming the grass.,qwen2.5:latest
1939,Three people in masks,attacked the bank at dawn,qwen2.5:latest
1940,A girl in a,pink dress waved her hand to greet someone passing by,qwen2.5:latest
