,index,Xi,Xj,model
325,325,A man with shaved head on,the subway caught everyone's attention due to his eccentric attire.,gpt-4-32k
326,326,a young long girl,"with flowing hair was standing at the edge of the cliff, gazing at the sunset.",gpt-4-32k
327,327,A woman holds a black and pink striped bag among,the bustling crowd in the busy marketplace.,gpt-4-32k
328,328,Kids are playing in the ocean on,"a sunny day, building sandcastles and splashing water.",gpt-4-32k
329,329,Two young children are,"playing in the park, oblivious to the world around them.",gpt-4-32k
330,330,Girl with long brown hair sitting on,"the park bench, engrossed in her book.",gpt-4-32k
331,331,A black and brown dog wearing a,red collar was happily chasing its tail in the park.,gpt-4-32k
332,332,The dog is standing outside,because it wants to play in the park.,gpt-4-32k
333,333,Seven people are taking a break from skiing,because they are exhausted and need to regain their strength.,gpt-4-32k
334,334,A bearded hairy musician happily plays his,"guitar under the moonlight, serenading the quiet night.",gpt-4-32k
335,335,Four children hold hands and,"circle around the old oak tree, singing a song of unity.",gpt-4-32k
336,336,A couple sits together,"under the starlit sky, whispering sweet nothings to each other.",gpt-4-32k
337,337,Many people sit or stand around the,"water cooler at work, engaging in casual conversation.",gpt-4-32k
338,338,A girl at her,sweet sixteen was glowing with happiness.,gpt-4-32k
339,339,a young child swimming in a pool,needs constant supervision to ensure safety.,gpt-4-32k
340,340,Individuals sit contently on park benches under newly,"blossomed cherry trees, enjoying the warm spring sunshine.",gpt-4-32k
341,341,Four women sitting on green outdoor furniture on a patio,were engrossed in a lively discussion about their latest book club read.,gpt-4-32k
342,342,A young lady in a light blue outfit,"was standing alone at the corner of the room, looking lost and out of place.",gpt-4-32k
343,343,Two men taking a picture together with the,Eiffel Tower in the background.,gpt-4-32k
344,344,group of African children sitting a,"round a campfire, listening to the elders' stories.",gpt-4-32k
345,345,Two officers are riding horses in the,park to maintain law and order.,gpt-4-32k
346,346,A boy in a striped shirt is preparing to,throw the first pitch at the baseball game.,gpt-4-32k
347,347,Woman on a motorcycle,"was speeding down the highway, her hair flowing in the wind.",gpt-4-32k
348,348,"A bus full of people, among them a small boy in","a red cap, was heading towards the city center.",gpt-4-32k
349,349,A woman swinging a,purse chased the thief down the street.,gpt-4-32k
350,350,Many children are sitting in a classroom,because their teacher is about to start a new lesson.,gpt-4-32k
351,351,A man in a striped shit standing in front,"of a vintage car, was waiting for his date to arrive.",gpt-4-32k
352,352,Two people are sitting down across,"from each other, engaged in a deep conversation about philosophy.",gpt-4-32k
353,353,The man is jumping over,the fence to escape the chasing dog.,gpt-4-32k
354,354,A group of people are backpacking,through the dense forest for an adventurous expedition.,gpt-4-32k
355,355,A man and a woman locking arms (wearing expensive clothing) next to glass display,"cases filled with high-end jewelry, were the center of attention at the grand event.",gpt-4-32k
356,356,Two brown dogs are playing with each other on the,beach while their owners watch them from a distance.,gpt-4-32k
357,357,A child bolts from a bench,"and runs towards the playground, laughing with pure joy.",gpt-4-32k
358,358,A man is launched into the,future by a mysterious scientific experiment.,gpt-4-32k
359,359,A male is,considered an adult when he turns 18 years old.,gpt-4-32k
360,360,A middle-aged ethnic woman carrying a bundle of sticks,stumbled upon a hidden path in the forest.,gpt-4-32k
361,361,A young woman and a young man are stretching,before their morning run in the park.,gpt-4-32k
362,362,Two men on horses race around the ring,while the crowd cheers them on.,gpt-4-32k
363,363,A baby boy in,the crib was giggling at the colorful mobile hanging above.,gpt-4-32k
364,364,A man in a tan hat and,"a blue coat walked briskly down the street, his eyes scanning the surroundings suspiciously.",gpt-4-32k
365,365,An officer stands next to a,"damaged vehicle, assessing the situation for his report.",gpt-4-32k
366,366,Young child makes a,wish on a shooting star.,gpt-4-32k
367,367,Three women in dark shawls and hats talk on a brick,"sidewalk, sharing stories of their past and hopes for the future.",gpt-4-32k
368,368,A little baby girl in a blue top and cap,was giggling and playing with her teddy bear.,gpt-4-32k
369,369,A group of climbers in silhouette stare,"at the towering mountain peak, filled with both fear and excitement.",gpt-4-32k
370,370,A man is holding onto,"a rope, trying to save his friend from the raging river.",gpt-4-32k
371,371,A group of people in jeans and white shirts,were protesting peacefully in the city square.,gpt-4-32k
372,372,A boy in a green and yellow t-shirt is,playing soccer in the park.,gpt-4-32k
373,373,"The brown, white and black dog",was playfully chasing its tail in the park.,gpt-4-32k
374,374,"Two large black dogs, one with a ball in","its mouth, were playfully running around the park.",gpt-4-32k
375,375,Six women are sitting on a brick bench and wearing,"colorful summer dresses, chatting and laughing together.",gpt-4-32k
376,376,A man kicking,a football accidentally hit a window.,gpt-4-32k
377,377,Dog on leash burrows into,"the freshly fallen snow, excitedly sniffing for hidden treasures.",gpt-4-32k
378,378,A man adjusts some,"items on a shelf meticulously, ensuring everything is in perfect order.",gpt-4-32k
379,379,"A young male in a hat, green shirt and black pants is riding his skateboard at the top","of a steep hill, ready to make his daring descent.",gpt-4-32k
380,380,Toddlers playing with yellow,balloons were giggling with pure joy.,gpt-4-32k
381,381,a surfer is riding a wave,"with incredible balance and skill, making it look effortless.",gpt-4-32k
382,382,A woman wearing a white shirt jumps in the,"air, trying to catch the frisbee.",gpt-4-32k
383,383,Man walking down street with,"a lost puppy, searching for its owner.",gpt-4-32k
384,384,A little girl is swinging in a,"park, her laughter echoing through the trees.",gpt-4-32k
385,385,Three large black dogs are,barking loudly at the stranger approaching the gate.,gpt-4-32k
386,386,An old man in a white shirt is,"sitting on the park bench, feeding the pigeons.",gpt-4-32k
387,387,A woman carrying a bag with a little girl in a pink dress walking behind,"her, suddenly dropped her wallet without noticing.",gpt-4-32k
388,388,A man has jumped from a,high-rise building in an attempt to escape the fire.,gpt-4-32k
389,389,Three men standing in,a line were waiting for their turn to vote.,gpt-4-32k
390,390,Two black and white dogs,were playfully chasing each other in the park.,gpt-4-32k
391,391,A young boy with black hair and tie-dyed shirt and jeans and an older man balding,with a grey beard were seen arguing in the park.,gpt-4-32k
392,392,A man is carrying a little,girl on his shoulders because she is too tired to walk.,gpt-4-32k
393,393,A man wears white socks with beat up,sneakers because he values comfort over fashion.,gpt-4-32k
394,394,A female softball player wearing a pink jersey is trying to tag out,the opposing team's runner before she reaches second base.,gpt-4-32k
395,395,A young woman wearing a white dress with a blue towel in her lap is,"sitting by the beach, watching the sunset.",gpt-4-32k
396,396,A person in a gray hat and navy jacket is standing outside of a shop with,"a sign that reads ""Closed for Renovation"".",gpt-4-32k
397,397,an ice climber in a blue jacket and black,"pants was making his way up the steep, icy slope.",gpt-4-32k
398,398,A man in shorts visiting a,snowy region was shivering uncontrollably.,gpt-4-32k
399,399,An elderly outdoor market vegetable vendor sits with,"her produce, patiently waiting for customers as the sun begins to set.",gpt-4-32k
400,400,A man and woman pull their wheeled luggage down,"a bustling airport terminal, rushing to catch their flight.",gpt-4-32k
401,401,A middle-aged couple is at the foreground of a scene,where a young man is proposing to his girlfriend at a crowded restaurant.,gpt-4-32k
402,402,A girl looking through a large,window saw a mysterious figure approaching.,gpt-4-32k
403,403,Gymnast in green and black supporting herself upside down with her arms,"was demonstrating an impressive handstand, captivating the audience.",gpt-4-32k
404,404,People are having leisure,"time at the park, enjoying the sunny weather.",gpt-4-32k
405,405,A red-haired girl poses in,"a sunflower field, her smile as bright as the summer sun.",gpt-4-32k
406,406,Nine black and brown pugs in harnesses,were pulling a small sled through the snowy park.,gpt-4-32k
407,407,"Three men, one with a fishing pole,","were sitting by the river, waiting patiently for a catch.",gpt-4-32k
408,408,A man with a backpack pushes a stroller while,his toddler giggles and claps her hands in delight.,gpt-4-32k
409,409,Two women talk while standing,"in line at the grocery store, discussing their favorite recipes.",gpt-4-32k
410,410,"A man in athletic clothing, bending","over to tie his shoelaces, was preparing for a long run.",gpt-4-32k
411,411,A dog jumps and,barks when it sees a stranger approaching.,gpt-4-32k
412,412,A young boy and a young,girl became best friends after they discovered their shared love for adventure.,gpt-4-32k
413,413,people are looking at a street artists,because his performance is captivating and unique.,gpt-4-32k
414,414,A boy in a red coat is,"walking down the snowy street, his breath visible in the cold air.",gpt-4-32k
415,415,A man in a black shirt mans a sidewalk cafe,"and serves customers with a warm, welcoming smile.",gpt-4-32k
416,416,a lone climber on,"the icy mountain, he faced the harsh winds with determination.",gpt-4-32k
417,417,Two girls doing a demonstration in,the science fair caught everyone's attention.,gpt-4-32k
418,418,a group of policeman in front,of the bank were preparing for a potential robbery.,gpt-4-32k
419,419,A person looks out of the,"window, contemplating the mysteries of life.",gpt-4-32k
420,420,A child blowing,a bubble was a sight of pure joy and innocence.,gpt-4-32k
421,421,Military men are getting,trained for the upcoming mission.,gpt-4-32k
422,422,A man with a towel on,his head was running frantically towards the beach.,gpt-4-32k
423,423,A shirtless man wearing black pants is breathing fire in the,"middle of the street, attracting a crowd of stunned onlookers.",gpt-4-32k
