index,Xi,Xj,model
412,A young boy and a young, girl were playing together happily.,mistral:latest
413,people are looking at a street artists, because they find his work captivating,mistral:latest
414,A boy in a red coat is, running through a field of daisies,mistral:latest
415,A man in a black shirt mans a sidewalk cafe, ...and smiled warmly at every passerby.,mistral:latest
416,a lone climber on, a lone climber on the mountain peak was about to reach his goal,mistral:latest
417,Two girls doing a demonstration in, were protesting against police brutality,mistral:latest
418,a group of policeman in front, were blocking off the street for an investigation.,mistral:latest
419,A person looks out of the, window to see snow falling,mistral:latest
420,A child blowing, bubbles on a sunny day.,mistral:latest
421,Military men are getting, ready for a major operation,mistral:latest
422,A man with a towel on, his head walked through the crowded market,mistral:latest
423,A shirtless man wearing black pants is breathing fire in the, ...at a bonfire during Halloween night.,mistral:latest
424,Two scuba divers are diving underwater and, they encountered a school of rare fish.,mistral:latest
425,A person in black and white swim trunks falling, off a diving board into the pool,mistral:latest
426,The person in green dress,was hiding a secret from everyone else.,mistral:latest
427,An Asian man reading, a book on a park bench.,mistral:latest
428,The black and white dog is, barking loudly at strangers.,mistral:latest
429,A man in a red hooded sweatshirt is performing a skateboard jump," ...in mid-air, hoping to stick the landing flawlessly.",mistral:latest
430,A group of woman sell their homemade wares from, a booth at the local marketplace,mistral:latest
431,A man with a green, hat was trying to sell flowers.,mistral:latest
432,A small black girl, ...was playing hide-and-seek with her friends.,mistral:latest
433,People standing in line and, were waiting for their turn to get inside,mistral:latest
434,Many people walking down a street and one, suddenly stumbled upon hidden treasure,mistral:latest
435,Two men in jeans enjoying, a cold beer on a sunny day.,mistral:latest
436,People sitting at a bench talking to each, other about their shared memories.,mistral:latest
437,Several people are crossing a street, because they saw a green light.,mistral:latest
438,A man participates in, a marathon race to prove his strength,mistral:latest
439,A woman with dark hair and wearing a black tank-top and dark green skirt with, walked confidently into the room.,mistral:latest
440,Men are working, on building a new skyscraper downtown,mistral:latest
441,A woman looking intently, at a painting in a gallery,mistral:latest
442,A large group of, people gathered to discuss important matters.,mistral:latest
443,A brown dog wearing a key, around its collar wandered into the room,mistral:latest
444,A young woman wearing a traditional headscarf reads text from a paper, ...in front of an enthralled crowd at the town square.,mistral:latest
445,Three utility workers on, their way to repair a power outage.,mistral:latest
446,A young woman fights her life, battles every day to survive.,mistral:latest
447,A wrecked ambulance, blocked traffic on the highway,mistral:latest
448,A woman carrying a white bag with a, walked into the art gallery,mistral:latest
449,A young lady wearing a bathing suit is rinsing her hair out, under the shower at the beach,mistral:latest
450,A man sits and rest his head on his hand, ...as if deep in thought,mistral:latest
451,Firefighters respond to the scene, because a building is on fire,mistral:latest
452,A girl is playing in a house between a, two old trees.,mistral:latest
453,Construction workers working on, the tallest skyscraper in town.,mistral:latest
454,A child climbs to the, treehouse for a secret meeting,mistral:latest
455,A group of kids are sitting around, discussing their favorite superheroes.,mistral:latest
456,A lady walking in, her dog suddenly ran off,mistral:latest
457,Person in checked shirt riding, a bicycle downhill quickly,mistral:latest
458,A baseball catcher trying to tag a, runner out,mistral:latest
459,One child is walking, ...with a puppy on a leash,mistral:latest
460,A dog carries, a toy in its mouth,mistral:latest
461,Beachgoers watch something, extraordinary as a pod of dolphins performs acrobatics offshore.,mistral:latest
462,A man rides a skateboard up a sloped, street to impress his friends,mistral:latest
463,a black and white dog trying to, ...catch its tail.,mistral:latest
464,A person in a harness is hanging above water, ...because they were trying to rescue a drowning swimmer.,mistral:latest
465,The man holds up something in his hand, that looks like a map to hidden treasure,mistral:latest
466,A little girl is holding a cine, a teddy bear tightly,mistral:latest
467,A small dog jumping an obstacle, over a fence excitedly,mistral:latest
468,An oriental woman working, as a chef at a popular restaurant.,mistral:latest
469,"A man holding a large brown bag stands in front of an entryway,", ...waiting for someone to arrive,mistral:latest
470,Here is a picture of a kid dressed up, as a superhero for Halloween.,mistral:latest
471,A man holding an umbrella stands on," ...the corner, trying to avoid getting wet.",mistral:latest
472,Ten people enjoying, a delicious meal at the table.,mistral:latest
473,There is a crowd of people on stage, because they were performing a dance routine,mistral:latest
474,"Individuals in uniform, some camouflage and some yellow, dip", were patrolling the area cautiously,mistral:latest
475,Four people performing, a synchronized dance routine,mistral:latest
476,A man wearing a yellow vest and gray fisherman's cap is sitting in a red chair along,...and humming an old sea shanty to himself.,mistral:latest
477,A woman waiting by, for her bus to arrive,mistral:latest
478,"Two people walking down a sidewalk, both", suddenly noticed an unusual object lying on the ground.,mistral:latest
479,Man with long beard holding, a mystical artifact tightly.,mistral:latest
480,a little brown dog with a blue collar, ran away from its owner.,mistral:latest
481,"A woman wearing red, white and", ...danced passionately at the center of the room.,mistral:latest
482,One woman showing an object," to her friend, explaining its historical significance",mistral:latest
483,A man carrying steel, pipes walked into a construction site.,mistral:latest
484,The swimmers are getting ready to, dive into the pool,mistral:latest
485,A dark-haired woman is gazing, out at the moonlit sea,mistral:latest
486,Two men and a, woman were discussing politics.,mistral:latest
487,A little league pitcher wearing glasses beginning, ...was struggling to see the ball clearly,mistral:latest
